Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,,,
TOLLIP,386.1345532,0.234303519,0.115961735,0.033464354,0.07809743,,,,,,
MUC5B,8.940634388,0.898742988,0.520993679,0.007752496,0.022503793,,,,,,
MUC2,14.50275673,2.093043933,0.993252925,0.003389788,0.011013208,,,,,,
MUC6,1.9698855,-0.022853787,0.362802403,0.799176288,0.873538812,,,,,,
AP2A2,904.8476298,0.330901613,0.082589108,3.86E-05,0.000204602,,,,,,
CHID1,153.0032833,0.021718111,0.123201473,0.836719213,0.898221468,,,,,,
TSPAN4,384.6068617,-0.040257308,0.117568947,0.72330139,0.820701746,,,,,,
POLR2L,188.9960155,-0.156548226,0.124022599,0.186080339,0.312020998,,,,,,
CD151,3086.766123,-0.331613158,0.093515068,0.000270308,0.001179615,,,,,,
CRACR2B,69.4582915,0.256393043,0.182886356,0.108908433,0.204873631,,,,,,
PNPLA2,507.9120057,0.039692172,0.098711763,0.672413121,0.783814794,,,,,,
RPLP2,2260.815698,-0.01849266,0.115936523,0.865657565,0.916541555,,,,,,
LOC119062228,5.591231101,-0.118635552,0.341743916,0.481045207,0.625880026,,,,,,
PIDD1,122.5758539,0.478158922,0.152642746,0.000663003,0.002619289,,,,,,
SLC25A22,165.9796832,0.599797285,0.158515668,4.21E-05,0.000221139,,,,,,
GATD1,63.22950534,-0.338101449,0.190286867,0.040679718,0.091973916,,,,,,
TALDO1,2971.902933,-0.400099576,0.0883785,2.68E-06,1.80E-05,,,,,,
EPS8L2,813.4447538,-0.132913378,0.245657093,0.476309904,0.621305927,,,,,,
TMEM80,164.7888959,-0.268495138,0.132453739,0.029927221,0.071146455,,,,,,
DEAF1,327.6269664,0.773116477,0.105460141,4.47E-14,1.01E-12,,,,,,
DRD4,1.772098624,0.118001077,0.397263399,0.101404325,0.193749341,,,,,,
SCT,0.704753969,0.035869996,0.373114372,0.646566339,NA,,,,,,
CDHR5,22.35863419,-0.080090769,0.278858296,0.668319596,0.780658218,,,,,,
IRF7,336.5363127,3.642675158,0.390282651,5.91E-22,3.26E-20,,,,,,
PHRF1,914.4500022,-0.151942041,0.082136493,0.057432503,0.122440123,,,,,,
LOC119062212,11.3105713,-0.201435237,0.354410645,0.287189038,0.432740026,,,,,,
RASSF7,203.032458,0.30118476,0.179766828,0.061767692,0.129838052,,,,,,
LMNTD2,45.78560522,0.433156191,0.256045727,0.030678623,0.072665583,,,,,,
LRRC56,4.345571306,0.227821315,0.409676565,0.187957167,0.314196497,,,,,,
HRAS,169.6803604,0.244501054,0.147829439,0.071329454,0.145550877,,,,,,
RNH1,450.4758886,-0.245073272,0.131392585,0.040744031,0.092094548,,,,,,
PTDSS2,220.1676603,0.461401113,0.109140094,1.12E-05,6.66E-05,,,,,,
LOC128626338,21.75074166,0.296453568,0.280078602,0.148477599,0.261406414,,,,,,
ANO9,12.6195209,0.006404119,0.296977986,0.981379612,0.991465309,,,,,,
LOC128626337,26.73329687,-0.031387968,0.245937771,0.863536566,0.915319356,,,,,,
SIGIRR,97.9166073,-0.044014548,0.16613366,0.771879979,0.855303195,,,,,,
PKP3,4.013957837,0.16982451,0.390388857,0.240174981,0.378488931,,,,,,
B4GALNT4,29.95081681,-0.154548239,0.289442267,0.407476526,0.557034753,,,,,,
LOC128626334,388.2397675,1.969718579,0.225561073,1.60E-19,6.91E-18,,,,,,
LOC119053670,29.56443252,2.928341742,0.842774145,4.28E-05,0.000224538,,,,,,
LOC128626336,0.703764204,-0.001734649,0.369522291,0.993007615,NA,,,,,,
LOC128626335,0.723498764,0.065328347,0.378166664,0.347672864,NA,,,,,,
LOC119060988,3.999563371,-0.160077067,0.38282846,0.283028787,0.428302889,,,,,,
LOC119060980,5.902521427,0.16351985,0.398240481,0.204776548,0.33560875,,,,,,
LOC119060976,2032.611068,1.298095539,0.154569894,4.18E-18,1.54E-16,,,,,,
LOC119060978,30.72360366,1.412726723,0.843125179,0.004298099,0.013542837,,,,,,
LOC128626314,20.32044499,0.123215456,0.291408699,0.52056202,0.658983926,,,,,,
LOC119060990,106.6404127,1.392487424,0.289564724,1.18E-07,1.02E-06,,,,,,
LOC128626315,5.103972482,0.203901121,0.3819996,0.258642111,0.400495015,,,,,,
LOC128626393,0.8006476,-0.031620774,0.364730283,0.671309219,NA,,,,,,
LOC128626392,67.98130448,4.32248109,1.412194182,0.000137359,0.000646236,,,,,,
IFITM5,10.04855762,0.002102162,0.300246643,0.995825742,0.998677409,,,,,,
PGGHG,201.922,-0.32843181,0.168273032,0.027600976,0.06651934,,,,,,
NLRP6,1.057621572,0.080051078,0.372016078,0.431006109,0.579709769,,,,,,
LOC119060987,0.375793799,-0.003284623,0.373662014,0.996806563,NA,,,,,,
PSMD13,1530.159206,0.050824782,0.063501419,0.515122461,0.654718312,,,,,,
SIRT3,255.8781749,-0.042798172,0.093319871,0.626935787,0.747061075,,,,,,
RIC8A,295.2033937,0.242675329,0.106987562,0.018838726,0.048281594,,,,,,
BET1L,186.7896988,0.252587795,0.130405247,0.038215475,0.087318491,,,,,,
ODF3,0.182950731,-0.00112386,0.373817973,0.998316549,NA,,,,,,
SCGB1C1,0.336014007,0.018069538,0.373805872,0.888630113,NA,,,,,,
LOC119060948,244.0676743,0.256218682,0.107189763,0.012689465,0.034532928,,,,,,
LOC128626370,16.35222401,0.912468937,0.394511793,0.002273062,0.007773067,,,,,,
LOC128626321,148.3614024,0.424222146,0.139264395,0.001027007,0.003852707,,,,,,
FAM241A,1.031956255,0.076616325,0.37542349,0.385970964,0.536567309,,,,,,
LOC119037594,0.442798071,0.035979627,0.374719656,0.576821338,NA,,,,,,
AP1AR,640.2596105,-0.326117099,0.09187389,0.000229441,0.001021967,,,,,,
TIFA,0.529140921,0.040273344,0.375127675,0.549742362,NA,,,,,,
ALPK1,0.215236516,0.012387924,0.37357807,0.91098812,NA,,,,,,
ZGRF1,78.11848046,-1.317950726,0.297189141,7.87E-07,5.86E-06,,,,,,
LOC128626322,53.01659808,-1.197629115,0.334259304,3.35E-05,0.000179949,,,,,,
LARP7,742.3998212,-0.317027443,0.070831818,3.65E-06,2.39E-05,,,,,,
ANK2,8.347016395,-0.118162368,0.321740877,0.512017956,0.651825348,,,,,,
CAMK2D,490.1405958,0.229103947,0.127496511,0.052534995,0.11370349,,,,,,
ARSJ,291.8084298,-0.215339854,0.110310798,0.042804411,0.095696523,,,,,,
UGT8,0.272237889,-0.008182675,0.373817674,0.87854223,NA,,,,,,
LOC119037712,271.7241017,0.067256091,0.126393665,0.575574926,0.70649248,,,,,,
LOC119037721,20.06684973,-0.837373688,0.416751203,0.005213931,0.016011361,,,,,,
PRSS12,272.8120878,0.075914578,0.140979843,0.559286341,0.692751457,,,,,,
METTL14,706.2061499,0.14464715,0.077645661,0.056619261,0.121013322,,,,,,
SEC24D,1462.293414,0.793208404,0.107318277,2.81E-14,6.56E-13,,,,,,
SYNPO2,33.56881886,-0.09865322,0.212115668,0.570646592,0.702457439,,,,,,
MYOZ2,39.91473423,-0.196225562,0.260470546,0.311025748,0.459109837,,,,,,
USP53,9171.29767,0.369539687,0.07752338,1.14E-06,8.22E-06,,,,,,
LOC119037654,288.3202739,-0.556674992,0.127555316,3.88E-06,2.53E-05,,,,,,
FABP2,13.04076491,-0.096696408,0.304146195,0.612437839,0.736012171,,,,,,
LOC128626362,5.003606142,0.134266472,0.353184969,0.419860996,0.568861396,,,,,,
PDE5A,53.78544894,0.792750917,0.330889013,0.002289337,0.007820312,,,,,,
MAD2L1,679.8391697,-0.423962689,0.115961989,0.000119211,0.000567689,,,,,,
PRDM5,42.47484823,0.631096732,0.256742163,0.003181421,0.010420826,,,,,,
NDNF,9.827470474,0.124559044,0.326483222,0.486679912,0.630575715,,,,,,
TNIP3,2.556747142,-0.179220382,0.402405184,0.196649178,0.325682038,,,,,,
QRFPR,1.655648582,-0.004405663,0.360963879,0.979023756,0.990487441,,,,,,
ANXA5,4465.927326,-0.672316005,0.100507317,5.31E-12,9.10E-11,,,,,,
LOC119037679,55.29324051,0.550851103,0.198599683,0.001625428,0.005801157,,,,,,
EXOSC9,566.4644315,-0.080171542,0.087125318,0.331143643,0.480564264,,,,,,
CCNA2,646.4613415,-0.927651155,0.167941362,4.49E-09,4.90E-08,,,,,,
BBS7,677.9146302,0.024515665,0.093326191,0.789849327,0.866442652,,,,,,
TRPC3,1159.124112,-1.067693508,0.147479813,4.20E-14,9.52E-13,,,,,,
BLTP1,3593.314585,0.036940704,0.096218037,0.692306451,0.79863806,,,,,,
ADAD1,3.490481312,-0.300811138,0.490647317,0.089406721,0.175186733,,,,,,
BBS12,143.1365754,0.019352738,0.135041589,0.876051891,0.924002323,,,,,,
FGF2,1049.156863,0.343768313,0.09373083,0.000181033,0.00082889,,,,,,
NUDT6,34.10614662,-0.001068033,0.216668158,0.993802945,0.998252216,,,,,,
SPATA5,391.8092466,0.043707684,0.093719341,0.627572654,0.747555011,,,,,,
SPRY1,44.41905159,0.656333087,0.257106632,0.002192308,0.007537881,,,,,,
ANKRD50,947.9822977,-0.244386282,0.081603216,0.001960928,0.006843096,,,,,,
FAT4,357.3806139,0.517611376,0.191827927,0.002225079,0.007636501,,,,,,
INTU,135.5667675,0.102372144,0.125194789,0.384888651,0.535328332,,,,,,
HSPA4L,1171.57207,-0.055575317,0.091956572,0.53199689,0.669476548,,,,,,
PLK4,468.6746204,-1.62281175,0.15697285,4.52E-26,3.78E-24,,,,,,
MFSD8,735.7438351,0.307064817,0.093923709,0.000679316,0.002678072,,,,,,
ABHD18,296.1979926,0.190255946,0.118202823,0.089338104,0.175093102,,,,,,
LARP1B,796.7384179,0.635370213,0.138696982,1.32E-06,9.39E-06,,,,,,
PGRMC2,1774.033784,0.209815064,0.074428274,0.005280212,0.016197147,,,,,,
LOC119037651,15.67208735,-0.204237629,0.294125581,0.301691942,0.448879585,,,,,,
LOC128626395,2.536798841,0.092934794,0.360348914,0.490041572,0.633661449,,,,,,
JADE1,957.1096677,-0.187270808,0.105126056,0.061710165,0.129765809,,,,,,
SCLT1,354.2505164,0.254887317,0.090036828,0.003384511,0.011002442,,,,,,
CUNH4orf33,191.9583868,0.105922417,0.143815667,0.41956771,0.568555679,,,,,,
PCDH10,11.03161583,0.058159925,0.286532614,0.746567307,0.838044435,,,,,,
PABPC4L,6.608696718,0.039831496,0.333731905,0.803570655,0.876575127,,,,,,
LOC128626398,2.549930739,-0.011542637,0.361103022,0.88852866,0.933174014,,,,,,
PCDH18,0.661304274,-0.056172835,0.374359987,0.368240677,NA,,,,,,
SLC7A11,903.0429571,3.868467523,0.173685286,3.14E-111,2.64E-107,,,,,,
LOC119034882,1.240569024,0.083543973,0.369007098,0.465459131,0.612043804,,,,,,
NOCT,2288.358964,-0.587826809,0.063503792,6.49E-21,3.16E-19,,,,,,
LOC119035020,6.150560368,-0.336782131,0.464217803,0.106658271,0.201633551,,,,,,
ELF2,968.2208897,0.308964383,0.076094315,3.28E-05,0.000176615,,,,,,
LOC128626333,2.367571093,-4.50E-05,0.357314318,0.998920023,0.999402273,,,,,,
MGARP,2.70088729,0.117973089,0.374670817,0.356619196,0.507730049,,,,,,
NDUFC1,208.4371161,0.158752505,0.127067147,0.17854447,0.302248997,,,,,,
NAA15,2562.553811,-0.238703727,0.086068592,0.004261729,0.013448407,,,,,,
RAB33B,657.8149238,0.353486634,0.084572835,1.04E-05,6.19E-05,,,,,,
SETD7,3123.070598,0.163269,0.090477002,0.072378227,0.147226283,,,,,,
LOC128626324,14.53587699,0.414533958,0.371294406,0.079169291,0.158508311,,,,,,
LOC128626325,1.054366123,0.003593687,0.365930615,0.973159623,0.987910699,,,,,,
MGST2,2.555871479,-0.007640446,0.345670428,0.946240436,0.972862491,,,,,,
MAML3,501.4247734,-0.141289611,0.108360108,0.176887823,0.299927809,,,,,,
LOC119034966,569.8635716,-0.115364084,0.149583177,0.38957347,0.540012372,,,,,,
SCOC,2549.908589,0.130812829,0.079165521,0.090751465,0.177284384,,,,,,
CLGN,762.482072,-0.05482776,0.105227856,0.586146208,0.715757501,,,,,,
LOC119034968,12.25026129,-0.081458855,0.288761128,0.660396991,0.774687608,,,,,,
MGAT4D,24.3641957,0.088671716,0.254315831,0.640736809,0.758139248,,,,,,
ELMOD2,838.8914736,0.004971501,0.074445255,0.932982405,0.964837541,,,,,,
TBC1D9,2267.834551,0.130741478,0.051467056,0.00887175,0.025285541,,,,,,
LOC128626326,0.341561417,-0.00401764,0.37385493,0.915746604,NA,,,,,,
LOC128626377,5.260769318,-0.036944584,0.325829273,0.813565069,0.88295105,,,,,,
RNF150,639.3770859,0.076754435,0.101245549,0.431843321,0.580603553,,,,,,
ZNF330,636.2366604,0.163932976,0.077259666,0.029658227,0.070646847,,,,,,
IL15,49.69214932,0.633956697,0.334738262,0.010755925,0.029905243,,,,,,
INPP4B,1.503984647,0.035317124,0.368695386,0.606921675,0.732243835,,,,,,
USP38,1805.498779,-0.287496748,0.095592414,0.00187318,0.006573728,,,,,,
GAB1,1462.707666,0.045705749,0.100690897,0.630738612,0.750369148,,,,,,
SMARCA5,9509.145959,0.028461115,0.066010295,0.662000583,0.775918965,,,,,,
LOC119061742,0.69723371,0.13732112,0.40482456,0.073488236,NA,,,,,,
LOC128626372,0.174707935,0.011867556,0.373573735,0.915482794,NA,,,,,,
LOC119061716,99.32155755,0.417209982,0.170219994,0.006302794,0.018892647,,,,,,
HHIP,681.9401259,-0.064889873,0.200588111,0.701250564,0.804917854,,,,,,
ANAPC10,133.511316,0.186094001,0.133589955,0.136323184,0.244749838,,,,,,
ABCE1,2859.092504,0.126372761,0.071619937,0.0720965,0.146813102,,,,,,
OTUD4,2620.788473,0.638787811,0.128191015,1.59E-07,1.34E-06,,,,,,
SMAD1,470.9764371,-0.0334728,0.091527099,0.71297105,0.813096564,,,,,,
MMAA,116.7573337,0.121164367,0.138957552,0.345705907,0.495465623,,,,,,
LOC119061725,8.973921137,0.198912317,0.318288148,0.321250447,0.469870357,,,,,,
CUNH4orf51,15.36020716,0.267592381,0.325691111,0.202106895,0.332373807,,,,,,
ZNF827,1293.259029,0.198125126,0.08681876,0.020118274,0.051078114,,,,,,
LSM6,441.9099338,0.126496146,0.125009311,0.281606879,0.426661707,,,,,,
REELD1,12.40807162,-1.054282341,0.835316743,0.010675427,0.029710916,,,,,,
SLC10A7,711.9539636,0.326711587,0.078968439,2.21E-05,0.000123671,,,,,,
TTC29,4.703675,-0.165007021,0.370167859,0.316730274,0.465445923,,,,,,
EDNRA,5.59097951,-0.059779008,0.330915307,0.709537814,0.810776334,,,,,,
TMEM184C,2623.229868,0.033607342,0.049816053,0.531278863,0.668823312,,,,,,
PRMT9,320.0242606,-0.267855659,0.088790534,0.001748786,0.006188862,,,,,,
LOC119061741,9.305035787,-0.111750835,0.323014481,0.535849698,0.67261301,,,,,,
ARHGAP10,1571.153726,0.043475662,0.076900414,0.585658057,0.715341206,,,,,,
NR3C2,127.8297822,1.014730214,0.18311192,3.91E-09,4.30E-08,,,,,,
LOC128626388,32.420229,-0.328233984,0.277689807,0.110797983,0.207531241,,,,,,
IQCM,0.541165034,0.084155518,0.383440748,0.226591915,NA,,,,,,
DCLK2,492.7279733,-0.127932991,0.146265685,0.343504377,0.493101172,,,,,,
LOC119046370,0.338295028,-0.012683025,0.373827536,0.84699651,NA,,,,,,
LRBA,2255.348591,-0.006448378,0.080292391,0.926497096,0.960020723,,,,,,
LOC128626319,0.183014256,0.002475521,0.373258212,0.917235232,NA,,,,,,
MAB21L2,0.367280187,-0.005519577,0.373591717,0.996707431,NA,,,,,,
RPS3A,16500.9181,-0.042086369,0.072569977,0.553527085,0.68787786,,,,,,
LOC119046378,11.10906796,0.089152006,0.318986003,0.623976805,0.744749368,,,,,,
LOC119046377,8.914508842,0.140010838,0.333669291,0.435580399,0.584086351,,,,,,
SH3D19,3073.321604,0.028181064,0.065635652,0.681222067,0.790690686,,,,,,
PRSS48,1.729642589,-0.026047714,0.357530727,0.80645418,0.878409562,,,,,,
FHIP1A,583.6975446,0.643020798,0.149089166,3.88E-06,2.53E-05,,,,,,
GATB,215.5242828,-0.024497312,0.099856002,0.795029026,0.870250566,,,,,,
FBXW7,762.349654,-0.30205341,0.082692174,0.000135641,0.000638691,,,,,,
LOC119065908,0.169045144,0.013111052,0.373644301,0.919056511,NA,,,,,,
TMEM154,10.61589288,-0.191468543,0.360112274,0.302791751,0.450157366,,,,,,
TIGD4,102.9040726,-0.843851561,0.182220577,5.42E-07,4.15E-06,,,,,,
ARFIP1,1294.062991,0.113358979,0.097735611,0.229560555,0.365565833,,,,,,
FHDC1,511.7665833,-0.204855037,0.11679954,0.062942504,0.131714614,,,,,,
TRIM2,2212.444486,-0.809378472,0.139905373,1.15E-09,1.38E-08,,,,,,
LOC119065928,1.231016809,-0.078521759,0.38113728,0.324571466,0.473450742,,,,,,
MND1,29.66906594,-1.490981824,0.50298895,0.000205693,0.000927743,,,,,,
LOC128626373,1.366585513,-0.181217488,0.431751017,0.02724812,0.06582939,,,,,,
TMEM131L,636.8656065,-0.966954453,0.094647587,2.19E-25,1.68E-23,,,,,,
TLR2,468.7921907,0.380049891,0.23242112,0.045368765,0.10051622,,,,,,
SFRP2,4.464943605,0.022032184,0.337792201,0.888536676,0.933174014,,,,,,
LOC128626389,0.208404381,0.023655776,0.374231,0.735892777,NA,,,,,,
DCHS2,0.861400421,0.070705568,0.379021341,0.320316845,NA,,,,,,
PLRG1,1121.566179,-0.034421977,0.057792098,0.596118909,0.723938655,,,,,,
FGB,12.99257784,-0.474506146,0.50797348,0.057942157,0.123307717,,,,,,
FGA,113.705248,-1.265244524,0.252718935,4.67E-08,4.33E-07,,,,,,
RBM46,1.879215426,0.183111761,0.421769555,0.112782003,0.210371224,,,,,,
NPY2R,0.66409533,0.020299265,0.370390534,0.74338013,NA,,,,,,
TLL1,14656.41255,0.04356084,0.102132637,0.707050565,0.808979036,,,,,,
CPE,48.18294606,-0.413125399,0.23664027,0.032598454,0.076426779,,,,,,
MSMO1,11163.33562,0.93316541,0.117228197,2.47E-16,7.63E-15,,,,,,
KLHL2,980.7325882,0.031723701,0.093544716,0.728019248,0.824163484,,,,,,
TMEM192,340.0499479,-0.018520119,0.109413304,0.859459308,0.912608867,,,,,,
LOC119045731,20.84828616,-0.576146715,0.388983851,0.026550488,0.064458939,,,,,,
TRIM60,0.198396841,0.008005774,0.372952936,0.998289567,NA,,,,,,
APELA,1.471746024,0.008117266,0.360435644,0.970461823,0.98648263,,,,,,
MARCHF1,63.70166985,-0.110530349,0.192257967,0.503396462,0.644240162,,,,,,
TMA16,1445.941282,0.239540592,0.079110876,0.001878112,0.006588284,,,,,,
TKTL2,1.102349153,-0.008387344,0.366588789,0.876615093,0.924185702,,,,,,
NPY5R,231.210392,0.035749821,0.198923675,0.832989529,0.896177244,,,,,,
NPY1R,964.1191411,-0.091302483,0.212880387,0.600812403,0.72774582,,,,,,
NAF1,705.7356641,-0.063322199,0.099653637,0.481229431,0.626022809,,,,,,
LOC119061338,19.69846688,-0.083342492,0.271120134,0.639246444,0.757008294,,,,,,
RAPGEF2,3104.242566,0.377379779,0.101027258,0.000101577,0.000493072,,,,,,
CUNH4orf45,3.339023162,-0.010246778,0.345472635,0.93758531,0.967276854,,,,,,
FNIP2,818.1502202,0.716721644,0.076547014,1.73E-21,9.08E-20,,,,,,
PPID,587.4942321,0.007967537,0.081875618,0.864891335,0.916126386,,,,,,
ETFDH,1368.092266,-0.022129395,0.078993772,0.771057425,0.854599177,,,,,,
CUNH4orf46,404.7248926,0.202166574,0.099125777,0.032151588,0.075547692,,,,,,
RXFP1,3.634105562,0.028539834,0.343745852,0.832940749,0.896177244,,,,,,
LOC119034631,1.42715511,-0.30346989,0.559217859,0.007336399,0.021440345,,,,,,
GASK1B,291.8718587,-1.902799953,0.493466973,6.03E-06,3.77E-05,,,,,,
GRIA2,1.170800276,-0.036295854,0.374624,0.720261161,0.818356885,,,,,,
GLRB,97.32146519,1.305246275,0.265730625,8.29E-08,7.36E-07,,,,,,
PDGFC,2361.359422,0.223976545,0.056352349,4.79E-05,0.000248666,,,,,,
LOC119034636,3.873363011,0.080099401,0.348609655,0.57150848,0.703349992,,,,,,
CTSO,184.4921461,0.106433907,0.261157405,0.579082384,0.709502542,,,,,,
TDO2,0.297502331,0.002017511,0.3722621,0.996468638,NA,,,,,,
GUCY1B1,175.9363849,0.0755025,0.182779627,0.641482157,0.758674456,,,,,,
GUCY1A1,516.2784045,-0.593256374,0.176399152,0.000196163,0.000889291,,,,,,
MAP9,3550.439954,-0.685873952,0.20427911,0.000122025,0.000579772,,,,,,
SPOCK3,33.79677114,0.047391532,0.249970715,0.794341474,0.869837807,,,,,,
ANXA10,40.78025909,3.756871588,0.951447646,7.54E-06,4.60E-05,,,,,,
LOC119054885,712.8758297,7.190987858,0.676168149,4.35E-27,3.95E-25,,,,,,
LOC119054886,1943.166379,5.45223849,0.357537812,1.03E-53,7.21E-51,,,,,,
LOC128626404,0.200798679,0.021676608,0.374062204,0.783148439,NA,,,,,,
PALLD,11888.97659,-0.812951489,0.073144588,9.15E-29,9.49E-27,,,,,,
CBR4,224.376317,-0.022629048,0.099806989,0.805111789,0.877459101,,,,,,
SH3RF1,614.9823389,0.126255731,0.08697585,0.139333441,0.248825576,,,,,,
NEK1,1034.029456,0.156991684,0.075082909,0.024563176,0.060357694,,,,,,
CLCN3,3876.378884,0.049071874,0.062118194,0.552104539,0.686455422,,,,,,
LOC119040885,585.9736803,-0.216498279,0.078730585,0.004811184,0.014943829,,,,,,
LOC119040847,1.271058596,0.098043878,0.381748432,0.253006668,0.393654396,,,,,,
MFAP3L,217.8041116,-0.264723261,0.205398442,0.125984719,0.229635692,,,,,,
AADAT,50.45371415,-0.530009102,0.343920003,0.028338969,0.067966623,,,,,,
LOC128626360,1.281323539,0.070413562,0.365713656,0.537893854,0.674312998,,,,,,
GALNT7,588.836311,-0.615197308,0.18638404,0.00023995,0.001062021,,,,,,
LOC119057559,0.773320289,-0.067598593,0.37633607,0.312857028,NA,,,,,,
HMGB2,1183.88097,-1.308492268,0.134798861,2.75E-23,1.76E-21,,,,,,
SAP30,447.3426877,-0.078316612,0.113608297,0.468700464,0.61505502,,,,,,
SCRG1,5.65160931,-0.281899341,0.445096736,0.131486445,0.237869903,,,,,,
LOC128626378,0.456549043,0.032678563,0.3737642,0.716127343,NA,,,,,,
FBXO8,443.9730125,0.432589347,0.094545219,2.18E-06,1.49E-05,,,,,,
CEP44,229.9145622,0.079352903,0.120698457,0.484245559,0.628632933,,,,,,
LOC119048221,286.8628167,4.649437896,0.481967048,2.49E-23,1.60E-21,,,,,,
HPGD,112.9592793,-0.398010188,0.232128602,0.035619077,0.082450659,,,,,,
CTSB,24406.54933,-0.033793881,0.117421595,0.760163537,0.848195325,,,,,,
FDFT1,7103.184834,0.501518002,0.113280078,3.57E-06,2.35E-05,,,,,,
LOC128626367,31.0172807,-0.037487717,0.231459748,0.828678805,0.89349564,,,,,,
NEIL2,0.538531539,-0.022689662,0.371067982,0.644258837,NA,,,,,,
MTMR9,844.8762644,-0.121199394,0.094775966,0.202021001,0.332286989,,,,,,
LOC119039076,0.69844084,0.001488694,0.368158221,0.961902083,NA,,,,,,
XKR6,64.25103614,0.765568987,0.218971295,8.66E-05,0.000427322,,,,,,
PINX1,192.6705745,0.270036928,0.113188668,0.012065966,0.033082513,,,,,,
SOX7,2.394784836,0.132337427,0.38583507,0.265507422,0.408118121,,,,,,
MSRA,35.81362564,-0.102169919,0.226059128,0.569575223,0.701844268,,,,,,
LOC119042048,0.333077112,-0.013844303,0.373696455,0.828944448,NA,,,,,,
KIF13B,758.4595326,0.435361051,0.098475476,3.08E-06,2.04E-05,,,,,,
HMBOX1,624.3515255,0.363417955,0.195413919,0.030629886,0.072570596,,,,,,
INTS9,478.9629509,-0.235572924,0.085295058,0.004801216,0.01492114,,,,,,
LOC119053031,5.051735947,-0.219664918,0.374206176,0.242040486,0.380465734,,,,,,
EXTL3,1443.661381,-0.815489621,0.07265821,5.66E-30,6.60E-28,,,,,,
LOC128626390,0.318823875,-0.005329134,0.373595239,0.996703908,NA,,,,,,
FZD3,801.1088929,-0.550799471,0.092558881,7.66E-10,9.39E-09,,,,,,
FBXO16,197.1877905,-0.337656334,0.104538173,0.000731077,0.002859332,,,,,,
LOC119053023,3.799975087,0.030020703,0.329208238,0.852254411,0.908055818,,,,,,
ZNF395,341.2734584,0.470448731,0.142690439,0.00039056,0.001637672,,,,,,
PNOC,3.298227419,-0.06048462,0.359104256,0.602757149,0.729103236,,,,,,
LOC128626343,2.814518001,0.004356231,0.348068193,0.979153238,0.990487441,,,,,,
ELP3,1142.624602,0.086144205,0.057353864,0.128385653,0.23313847,,,,,,
NUGGC,2.823225769,-0.205407689,0.414910702,0.172216288,0.293457254,,,,,,
PBK,369.5868591,-2.121016861,0.177285343,5.27E-34,9.23E-32,,,,,,
ESCO2,236.2889501,-1.662562594,0.226764499,1.69E-14,4.04E-13,,,,,,
CCDC25,856.8715535,0.22103822,0.066509531,0.000798021,0.003095233,,,,,,
SCARA3,4.956864846,-0.362493345,0.506435458,0.085719898,0.169424043,,,,,,
CLU,644.6457595,-0.484129985,0.169266907,0.00151089,0.005443219,,,,,,
EPHX2,298.8290777,0.169877796,0.110860871,0.109262964,0.205307846,,,,,,
PTK2B,31.65750066,-0.168168523,0.276671544,0.38762154,0.537838884,,,,,,
LOC119044627,0.158662244,-0.002174279,0.373788523,0.998310514,NA,,,,,,
TRIM35,1162.511454,-0.082190012,0.057571241,0.182012191,0.306729316,,,,,,
STMN4,3911.28046,-0.456373324,0.18389244,0.004989993,0.015427955,,,,,,
ZNF558,416.3987584,0.211325841,0.087088873,0.011999734,0.032933148,,,,,,
PLPP2,456.9497817,0.009359689,0.099622069,0.908242732,0.94800706,,,,,,
MIER2,336.1107934,0.066716796,0.097022572,0.460640135,0.607618999,,,,,,
C2CD4C,3.46631015,0.155751045,0.369843587,0.336259052,0.485694678,,,,,,
SHC2,380.8928006,0.223296711,0.154792577,0.112412358,0.209795505,,,,,,
MADCAM1,2.941903562,0.067683466,0.364923362,0.528882772,0.66685564,,,,,,
TPGS1,92.27718438,0.181695306,0.158268967,0.204715869,0.335603058,,,,,,
CDC34,914.5085151,0.03104526,0.083980425,0.717583993,0.816572892,,,,,,
BSG,3638.466934,-0.483177838,0.064961096,4.16E-14,9.44E-13,,,,,,
HCN2,6.545464542,0.67806095,0.620779809,0.027323653,0.06596447,,,,,,
POLRMT,421.2356199,0.195272636,0.10624916,0.055670806,0.119289516,,,,,,
FGF22,2.206648684,0.025472294,0.35827565,0.80412931,0.876900013,,,,,,
RNF126,902.9716659,0.358545737,0.09647777,0.000116384,0.000555167,,,,,,
FSTL3,2063.440595,-0.64188078,0.107089023,5.27E-10,6.64E-09,,,,,,
LOC119044609,44.71222485,-0.455558129,0.245381685,0.022402519,0.055774044,,,,,,
PRSS57,22.26402441,-0.220261307,0.266618196,0.264266246,0.406730964,,,,,,
PALM,473.0621858,0.026677988,0.098316812,0.777245527,0.859248673,,,,,,
MISP,11.00655056,-0.246060987,0.345986928,0.229966101,0.36593432,,,,,,
LOC119044603,3.615350083,-0.145495202,0.375299073,0.324740136,0.473614583,,,,,,
PTBP1,5398.400922,-0.168692343,0.07295784,0.023621518,0.058342304,,,,,,
PLPPR3,16.21866715,-1.353860477,0.435277188,0.000138521,0.000651158,,,,,,
MED16,274.6966337,0.144705873,0.111907768,0.167142748,0.286379533,,,,,,
R3HDM4,344.7950209,0.450169234,0.084463728,4.48E-08,4.16E-07,,,,,,
KISS1R,6.003614872,0.021727151,0.315858185,0.900797898,0.942893058,,,,,,
